start_node,end_node,weigth
116,181,0.11363636363636363
116,182,0.11363636363636363
116,204,0.13636363636363635
116,244,0.2727272727272727
117,117,0.5172413793103448
117,159,0.10344827586206896
117,160,0.10344827586206896
117,181,0.27586206896551724
136,159,0.12727272727272726
136,177,0.10909090909090909
136,180,0.23636363636363636
136,204,0.2545454545454545
137,223,0.3148148148148148
137,244,0.14814814814814814
138,138,0.6071428571428571
138,181,0.10714285714285714
138,244,0.2857142857142857
139,181,0.15789473684210525
139,204,0.2807017543859649
139,244,0.14035087719298245
140,180,0.1
140,182,0.1
140,204,0.275
140,244,0.1
154,117,0.16
154,154,0.36
154,220,0.24
154,221,0.12
154,266,0.12
155,180,0.1875
155,197,0.375
155,204,0.125
156,155,0.33962264150943394
156,201,0.20754716981132076
158,159,0.10526315789473684
158,178,0.10526315789473684
158,179,0.10526315789473684
158,180,0.15789473684210525
158,223,0.10526315789473684
159,204,0.125
160,181,0.2682926829268293
160,204,0.18699186991869918
161,203,0.10416666666666667
161,204,0.3541666666666667
161,223,0.10416666666666667
162,161,0.13793103448275862
162,162,0.3793103448275862
162,182,0.13793103448275862
162,202,0.1724137931034483
162,204,0.1724137931034483
176,197,0.15384615384615385
176,221,0.11538461538461539
176,223,0.46153846153846156
177,201,0.21428571428571427
177,222,0.19047619047619047
178,180,0.16326530612244897
178,201,0.10204081632653061
178,244,0.10204081632653061
179,158,0.1
179,241,0.14285714285714285
179,244,0.1
180,201,0.12658227848101267
180,204,0.10126582278481013
180,244,0.13924050632911392
180,245,0.10126582278481013
181,204,0.1891891891891892
181,223,0.13513513513513514
182,182,0.6632653061224489
182,202,0.1326530612244898
182,204,0.20408163265306123
183,203,0.13114754098360656
183,204,0.4918032786885246
184,223,0.30303030303030304
184,224,0.12121212121212122
184,244,0.18181818181818182
197,223,0.10638297872340426
197,224,0.2127659574468085
197,244,0.3829787234042553
198,158,0.3953488372093023
198,221,0.16279069767441862
198,222,0.20930232558139536
199,221,0.23076923076923078
200,200,0.7368421052631579
200,203,0.10526315789473684
200,244,0.15789473684210525
201,244,0.17692307692307693
202,204,0.10852713178294573
202,222,0.10852713178294573
202,223,0.24806201550387597
202,244,0.12403100775193798
203,223,0.16417910447761194
203,244,0.19402985074626866
204,223,0.1662971175166297
204,244,0.20694752402069475
205,181,0.10810810810810811
205,204,0.35135135135135137
205,244,0.1891891891891892
206,182,0.1111111111111111
206,204,0.3055555555555556
206,226,0.3333333333333333
216,197,0.32
216,201,0.28
216,224,0.16
219,220,0.3958333333333333
219,221,0.14583333333333334
219,244,0.1875
220,204,0.1891891891891892
220,244,0.1891891891891892
220,260,0.13513513513513514
221,201,0.10909090909090909
221,204,0.10909090909090909
221,244,0.10909090909090909
222,204,0.1532258064516129
222,222,0.8467741935483871
223,204,0.10067114093959731
223,223,0.6308724832214765
223,244,0.2684563758389262
224,223,0.11538461538461539
224,244,0.2403846153846154
225,204,0.6428571428571429
226,204,0.27692307692307694
226,222,0.13846153846153847
226,227,0.1076923076923077
227,181,0.11538461538461539
227,204,0.2692307692307692
227,227,0.6153846153846154
228,228,0.5714285714285714
228,245,0.42857142857142855
239,201,0.11904761904761904
239,221,0.14285714285714285
239,223,0.14285714285714285
239,266,0.2619047619047619
240,204,0.19047619047619047
240,260,0.19047619047619047
240,266,0.14285714285714285
241,204,0.24050632911392406
241,221,0.10126582278481013
241,244,0.24050632911392406
242,181,0.25862068965517243
242,204,0.20689655172413793
242,222,0.13793103448275862
243,244,0.13793103448275862
244,223,0.2421875
244,244,0.7578125
245,244,0.18604651162790697
245,265,0.13953488372093023
245,266,0.2558139534883721
246,204,0.1917808219178082
246,222,0.2191780821917808
246,223,0.2876712328767123
246,244,0.1232876712328767
247,204,0.1326530612244898
247,223,0.2857142857142857
247,244,0.22448979591836735
248,201,0.10256410256410256
248,204,0.10256410256410256
248,223,0.3076923076923077
249,204,0.21739130434782608
249,333,0.21739130434782608
260,201,0.13043478260869565
260,221,0.30434782608695654
260,222,0.13043478260869565
260,223,0.13043478260869565
260,244,0.13043478260869565
262,202,0.10743801652892562
262,204,0.2066115702479339
262,265,0.14049586776859505
263,204,0.1774193548387097
263,222,0.20967741935483872
263,244,0.11290322580645161
263,265,0.11290322580645161
264,159,0.11904761904761904
264,204,0.11904761904761904
264,243,0.16666666666666666
265,182,0.1111111111111111
265,204,0.15873015873015872
265,222,0.1746031746031746
265,307,0.1111111111111111
266,181,0.10810810810810811
266,223,0.16216216216216217
266,244,0.10810810810810811
266,247,0.17567567567567569
266,265,0.12162162162162163
267,181,0.36666666666666664
267,244,0.13333333333333333
267,266,0.1
282,203,0.34782608695652173
282,244,0.4782608695652174
283,204,0.2978723404255319
283,244,0.23404255319148937
283,304,0.2765957446808511
285,244,0.125
285,307,0.125
285,329,0.4375
286,222,0.1320754716981132
286,223,0.3018867924528302
286,307,0.1320754716981132
287,204,0.30952380952380953
287,244,0.2261904761904762
304,204,0.3157894736842105
304,260,0.15789473684210525
304,261,0.21052631578947367
