start_node,end_node,weigth
3100,4990,0.5
3100,6035,0.5
3420,3099,0.1
3420,4364,0.1
3420,5098,0.3
3420,5106,0.1
3420,5212,0.3
3420,6254,0.1
4570,4678,0.13333333333333333
4570,6255,0.13333333333333333
4570,6257,0.2
4583,5107,0.36363636363636365
4583,5212,0.30303030303030304
4678,4783,0.16666666666666666
4678,5616,0.16666666666666666
4678,5835,0.16666666666666666
4783,3526,0.1111111111111111
4783,3955,0.1111111111111111
4783,4675,0.1111111111111111
4783,4993,0.1111111111111111
4783,5098,0.1111111111111111
4783,5623,0.1111111111111111
4783,5839,0.1111111111111111
4783,6254,0.2222222222222222
4882,3420,0.25
4989,5728,0.15384615384615385
4989,5734,0.15384615384615385
4989,6361,0.3076923076923077
4990,6255,0.125
4990,6361,0.15625
4991,3732,0.1
4991,4249,0.1
4991,4683,0.1
4991,4879,0.1
4991,4989,0.1
4991,4994,0.1
4991,5412,0.1
4991,5589,0.1
4991,5839,0.1
4991,6781,0.1
5011,5109,0.1724137931034483
5011,5212,0.13793103448275862
5011,5214,0.13793103448275862
5011,5732,0.13793103448275862
5085,4469,0.14285714285714285
5085,4983,0.2857142857142857
5085,5076,0.14285714285714285
5085,5285,0.14285714285714285
5085,5502,0.14285714285714285
5085,6572,0.14285714285714285
5094,3420,0.25
5094,4683,0.125
5094,5084,0.125
5094,5589,0.25
5094,5836,0.125
5094,6571,0.125
5098,5520,0.1111111111111111
5098,5624,0.1111111111111111
5098,5625,0.16666666666666666
5098,6358,0.16666666666666666
5204,5212,0.1
5204,5520,0.15
5204,5730,0.1
5204,5835,0.1
5317,6358,0.1060842433697348
5318,6678,0.11764705882352941
5318,7935,0.29411764705882354
5319,5863,0.2413793103448276
5319,7935,0.10344827586206896
5513,5617,0.3333333333333333
5513,5826,0.3333333333333333
5513,5918,0.3333333333333333
5519,5212,0.125
5519,5317,0.125
5519,5727,0.25
5519,6254,0.1875
5589,5286,0.38095238095238093
5589,5627,0.19047619047619047
5616,5931,0.5
5616,6678,0.5
5617,5305,0.125
5617,5617,0.125
5617,5723,0.25
5617,5826,0.125
5617,6141,0.125
5617,6561,0.125
5617,6884,0.125
5624,3526,1.0
5627,5834,0.23076923076923078
5627,6358,0.15384615384615385
5627,6359,0.15384615384615385
5723,4993,0.2
5723,5317,0.2
5723,5499,0.2
5723,5616,0.2
5723,5827,0.2
5724,5315,0.125
5724,5317,0.125
5724,5728,0.125
5724,5827,0.375
5724,7180,0.25
5727,6254,0.12
5728,5406,0.16666666666666666
5728,6150,0.25
5729,5212,0.3333333333333333
5729,5727,0.3333333333333333
5729,6150,0.3333333333333333
5827,6459,0.1388888888888889
5828,7180,0.125
5834,4682,0.2
5834,5727,0.2
5834,6038,0.2
5834,6255,0.4
5835,4885,0.1
5835,4886,0.15
5835,5728,0.1
5835,6358,0.25
5836,4991,0.1111111111111111
5836,5421,0.1111111111111111
5836,5727,0.1111111111111111
5836,5731,0.1111111111111111
5836,5835,0.1111111111111111
5836,6358,0.4444444444444444
5932,5095,0.1111111111111111
5932,5212,0.1111111111111111
5932,5418,0.1111111111111111
5932,5627,0.1111111111111111
5932,6254,0.1111111111111111
5932,6455,0.1111111111111111
5932,6459,0.1111111111111111
5932,6564,0.1111111111111111
5932,7073,0.1111111111111111
5937,5317,0.3333333333333333
5937,5519,0.16666666666666666
5937,6042,0.16666666666666666
5937,6572,0.16666666666666666
5937,7621,0.16666666666666666
5941,5406,0.42857142857142855
5941,5511,0.14285714285714285
5941,5620,0.14285714285714285
5941,5932,0.14285714285714285
5941,7722,0.14285714285714285
5943,5406,0.16666666666666666
5943,6572,0.1111111111111111
5943,7722,0.16666666666666666
6038,4683,0.14285714285714285
6038,4788,0.14285714285714285
6038,4993,0.14285714285714285
6038,5104,0.14285714285714285
6038,5195,0.14285714285714285
6038,5726,0.14285714285714285
6038,5943,0.14285714285714285
6147,5204,0.14285714285714285
6147,5519,0.21428571428571427
6147,5721,0.14285714285714285
6147,6572,0.14285714285714285
6150,5835,0.3333333333333333
6150,6572,0.3333333333333333
6150,6990,0.3333333333333333
6252,5317,0.13333333333333333
6252,5826,0.13333333333333333
6252,5937,0.13333333333333333
6252,6150,0.13333333333333333
6254,5511,0.11764705882352941
6254,5940,0.11764705882352941
6258,6572,0.22727272727272727
6358,4990,0.3333333333333333
6358,6251,0.3333333333333333
6358,6358,0.3333333333333333
6359,5098,1.0
6371,5625,0.22857142857142856
6371,5827,0.11428571428571428
6375,5728,0.125
6375,6361,0.125
6375,6465,0.14583333333333334
6451,4786,0.14285714285714285
6451,5212,0.14285714285714285
6451,5510,0.14285714285714285
6451,5931,0.14285714285714285
6451,6150,0.14285714285714285
6451,6255,0.14285714285714285
6451,6572,0.14285714285714285
6465,4788,0.6666666666666666
6465,5727,0.16666666666666666
6465,7513,0.16666666666666666
6572,5512,0.14285714285714285
6572,5835,0.14285714285714285
6572,5941,0.14285714285714285
6572,6150,0.14285714285714285
6572,6255,0.14285714285714285
6572,6991,0.14285714285714285
6572,7301,0.14285714285714285
6678,5317,0.14285714285714285
6678,5728,0.42857142857142855
6678,5729,0.14285714285714285
6678,5836,0.14285714285714285
6678,6255,0.14285714285714285
6885,7617,1.0
6974,5521,0.12121212121212122
6974,6989,0.30303030303030304
7301,8360,0.5833333333333334
3420,3420,1.1102230246251565e-16
4570,4570,0.5333333333333333
4583,4583,0.33333333333333326
4678,4678,0.5
4882,4882,0.75
4989,4989,0.3846153846153846
4990,4990,0.71875
4991,4991,1.1102230246251565e-16
5011,5011,0.4137931034482758
5085,5085,2.220446049250313e-16
5098,5098,0.44444444444444453
5204,5204,0.55
5317,5317,0.8939157566302652
5318,5318,0.5882352941176471
5319,5319,0.6551724137931034
5519,5519,0.3125
5589,5589,0.4285714285714286
5627,5627,0.46153846153846145
5727,5727,0.88
5728,5728,0.5833333333333334
5827,5827,0.8611111111111112
5828,5828,0.875
5835,5835,0.4
5937,5937,1.1102230246251565e-16
5941,5941,2.220446049250313e-16
5943,5943,0.5555555555555556
6038,6038,2.220446049250313e-16
6147,6147,0.3571428571428572
6252,6252,0.4666666666666667
6254,6254,0.7647058823529411
6258,6258,0.7727272727272727
6371,6371,0.6571428571428571
6375,6375,0.6041666666666666
6451,6451,2.220446049250313e-16
6465,6465,1.1102230246251565e-16
6572,6572,2.220446049250313e-16
6678,6678,2.220446049250313e-16
6974,6974,0.5757575757575757
7301,7301,0.41666666666666663
6035,6035,1.0
3099,3099,1.0
4364,4364,1.0
5106,5106,1.0
5212,5212,1.0
6255,6255,1.0
6257,6257,1.0
5107,5107,1.0
3526,3526,1.0
3955,3955,1.0
4675,4675,1.0
4993,4993,1.0
5623,5623,1.0
5839,5839,1.0
5734,5734,1.0
6361,6361,1.0
3732,3732,1.0
4249,4249,1.0
4683,4683,1.0
4879,4879,1.0
4994,4994,1.0
5412,5412,1.0
6781,6781,1.0
5109,5109,1.0
5214,5214,1.0
5732,5732,1.0
4469,4469,1.0
4983,4983,1.0
5076,5076,1.0
5285,5285,1.0
5502,5502,1.0
5084,5084,1.0
6571,6571,1.0
5520,5520,1.0
5625,5625,1.0
5730,5730,1.0
7935,7935,1.0
5863,5863,1.0
5826,5826,1.0
5918,5918,1.0
5286,5286,1.0
5931,5931,1.0
5305,5305,1.0
6141,6141,1.0
6561,6561,1.0
6884,6884,1.0
5499,5499,1.0
5315,5315,1.0
7180,7180,1.0
5406,5406,1.0
6459,6459,1.0
4682,4682,1.0
4885,4885,1.0
4886,4886,1.0
5421,5421,1.0
5731,5731,1.0
5095,5095,1.0
5418,5418,1.0
6455,6455,1.0
6564,6564,1.0
7073,7073,1.0
6042,6042,1.0
7621,7621,1.0
5511,5511,1.0
5620,5620,1.0
7722,7722,1.0
4788,4788,1.0
5104,5104,1.0
5195,5195,1.0
5726,5726,1.0
5721,5721,1.0
6990,6990,1.0
5940,5940,1.0
6251,6251,1.0
4786,4786,1.0
5510,5510,1.0
7513,7513,1.0
5512,5512,1.0
6991,6991,1.0
7617,7617,1.0
5521,5521,1.0
6989,6989,1.0
8360,8360,1.0
