start_node,end_node,weigth
3304,3304,1.0
3420,5212,0.21428571428571427
3839,4678,0.18181818181818182
3839,4764,0.2727272727272727
3945,3946,0.25
3945,4573,0.25
3945,5092,0.25
3945,5098,0.25
4129,3819,0.1111111111111111
4129,3922,0.3888888888888889
4129,4022,0.2222222222222222
4155,3637,0.1
4155,3737,0.1
4155,3839,0.15
4256,3836,0.16666666666666666
4256,4570,0.16666666666666666
4259,3743,0.11764705882352941
4261,4677,0.125
4265,4583,0.11764705882352941
4266,3743,0.2727272727272727
4359,3414,0.1
4359,3512,0.1
4359,3830,0.1
4359,4145,0.1
4359,4253,0.1
4359,4570,0.2
4359,4576,0.1
4359,4790,0.1
4359,5317,0.1
4449,4557,0.15384615384615385
4573,5212,0.13043478260869565
4578,5212,0.13636363636363635
4583,5212,0.23076923076923078
4663,5824,0.12
4663,6149,0.28
4675,3945,0.17647058823529413
4675,4483,0.11764705882352941
4675,4995,0.17647058823529413
4677,5212,0.12727272727272726
4678,5212,0.2972972972972973
4679,3945,0.13333333333333333
4679,5212,0.2
4682,4369,0.11764705882352941
4682,5212,0.11764705882352941
4683,5212,0.1388888888888889
4764,4228,0.1111111111111111
4764,4234,0.1111111111111111
4764,4347,0.1111111111111111
4764,4538,0.1111111111111111
4764,4659,0.1111111111111111
4764,5608,0.1111111111111111
4764,5796,0.1111111111111111
4764,6250,0.1111111111111111
4764,6444,0.1111111111111111
4776,4776,1.0
4783,5212,0.14705882352941177
4878,4878,0.8717948717948718
4878,5212,0.1282051282051282
4879,4878,0.125
4879,5212,0.125
4879,6974,0.125
4883,5212,0.14285714285714285
4887,5212,0.15789473684210525
4888,5212,0.13513513513513514
4983,4151,0.1
4983,5212,0.1
4990,5212,0.12244897959183673
4992,5212,0.15492957746478872
4993,5212,0.11607142857142858
4994,5212,0.11428571428571428
4995,5212,0.13793103448275862
5002,4801,0.17647058823529413
5011,4680,0.1111111111111111
5011,5428,0.1111111111111111
5085,4457,0.14285714285714285
5085,5212,0.3333333333333333
5085,5317,0.14285714285714285
5092,4663,0.15384615384615385
5094,5212,0.1276595744680851
5096,5317,0.14285714285714285
5097,5212,0.10714285714285714
5098,5212,0.13580246913580246
5099,5212,0.13636363636363635
5100,5212,0.15789473684210525
5102,5212,0.19230769230769232
5103,4456,0.11764705882352941
5103,5212,0.11764705882352941
5195,3934,0.15625
5210,4993,0.10526315789473684
5210,5212,0.21052631578947367
5293,5212,0.4
5293,5317,0.11428571428571428
5318,5011,0.10714285714285714
5318,5740,0.10714285714285714
5330,5536,0.23076923076923078
5330,5854,0.15384615384615385
5421,6280,0.10869565217391304
5442,5438,0.10526315789473684
5442,5755,0.21052631578947367
5442,5857,0.10526315789473684
5442,5962,0.10526315789473684
5513,5212,0.32558139534883723
5517,5620,0.1111111111111111
5519,5317,0.20833333333333334
5589,5212,0.5714285714285714
5589,5516,0.14285714285714285
5609,5092,0.375
5609,5094,0.16666666666666666
5617,5317,0.14814814814814814
5624,5212,0.13793103448275862
5624,5317,0.13793103448275862
5640,5123,0.14285714285714285
5645,5960,0.11764705882352941
5723,5212,0.32
5727,5317,0.18253968253968253
5728,5212,0.18181818181818182
5728,5317,0.34545454545454546
5729,5212,0.18181818181818182
5729,5317,0.45454545454545453
5730,5317,0.2608695652173913
5826,5317,0.32
5827,5317,0.2571428571428571
5828,5317,0.17647058823529413
5834,5317,0.21428571428571427
5835,5212,0.10909090909090909
5835,5317,0.2545454545454545
5841,6788,0.55
5857,5442,0.11764705882352941
5863,4771,0.1
5863,5109,0.1
5863,5214,0.3
5863,5857,0.1
5863,5863,0.10000000000000012
5863,6069,0.1
5863,6173,0.1
5863,6292,0.1
5932,5212,0.1935483870967742
5932,5317,0.22580645161290322
5932,7093,0.12903225806451613
5938,5212,0.11538461538461539
5938,5317,0.19230769230769232
5940,5212,0.15789473684210525
5940,5317,0.23684210526315788
5953,5318,0.18181818181818182
5953,5319,0.3181818181818182
5961,5645,0.16666666666666666
6018,6646,0.65
6026,6438,0.15789473684210525
6150,5317,0.2894736842105263
6254,5317,0.20610687022900764
6255,5317,0.2345679012345679
6257,5212,0.14285714285714285
6257,5317,0.21428571428571427
6257,5421,0.10714285714285714
6265,6265,1.0
6345,8143,0.17391304347826086
6348,6569,0.1
6352,6871,0.24
6357,5212,0.25806451612903225
6357,5317,0.3225806451612903
6358,5212,0.10714285714285714
6358,5317,0.42857142857142855
6359,5212,0.11764705882352941
6359,5317,0.20588235294117646
6360,5317,0.12903225806451613
6361,5317,0.2966101694915254
6370,5318,0.11764705882352941
6370,6476,0.23529411764705882
6371,5318,0.1
6371,5319,0.13333333333333333
6376,5226,0.18181818181818182
6376,5961,0.18181818181818182
6377,6375,0.2857142857142857
6450,5317,0.125
6450,6345,0.125
6450,6870,0.125
6450,8143,0.125
6459,5212,0.28
6459,5317,0.12
6463,5212,0.12121212121212122
6463,5317,0.42424242424242425
6465,5317,0.18181818181818182
6465,6371,0.10606060606060606
6543,6442,0.23076923076923078
6567,5317,0.4444444444444444
6567,6252,0.14814814814814814
6567,6254,0.1111111111111111
6572,5317,0.3
6660,4885,0.1111111111111111
6660,5407,0.1111111111111111
6660,5621,0.1111111111111111
